,file number,district code,district name,neighborhood code,neighborhood name,street code,street name,postal no.,i describe the day of the week,nk  year,month/year,month name,day month,shift description,time of day,i describe a pedestrian cause,desc type of vehicle involved,description of sex,how old are you?,description of the type of person,i describe the place of the road run over,descriptio reason for commuting,i describe the reason for the displacement of the driver,victimization description,utm x ed50 coordinate,utm and ed50 coordinate,length wgs84,wgs84 latitude
7271,2021S003679    ,10,Sant Martí,65,el Clot,350308,València,0671 0671,Divendres,2021,7,Juliol,2,Tarda,16,No és causa del  vianant,Motocicleta,Home,36,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,432385.56,4585102.34,2.189847185,41.412781088
7272,2021S000523    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,4908,Àlaba,0122 0122,Dimarts,2021,2,Febrer,2,Matí,10,No és causa del  vianant,Turisme,Home,79,Conductor,Desconegut                                                                                                                                            ,Desconegut,Altres activitats,Ferit lleu: Hospitalització fins a 24h,432422.22,4583603.3,2.190453266,41.399282747
7273,2021S004966    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,29206,Àvila,0113 0113,Dijous,2021,9,Setembre,9,Matí,9,No és causa del  vianant,Motocicleta,Home,49,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Rebutja assistència sanitària,432576.03,4583589.47,2.192294636,41.399171104
7274,2021S004284    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,29206,Àvila,0143 0143,Dijous,2021,7,Juliol,29,Tarda,16,No és causa del  vianant,Motocicleta,Home,44,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,432436.7,4583733.42,2.190611942,41.40045592
7275,2021S006677    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,30500,Badajoz,0108 0110,Dissabte,2021,11,Novembre,20,Matí,8,No és causa del  vianant,Motocicleta,Home,56,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,432701.04,4583690.94,2.19377868,41.400095496
7276,2021S002956    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,30500,Badajoz,0165 0165,Dijous,2021,6,Juny,3,Nit,23,No és causa del  vianant,Motocicleta,Home,20,Conductor,Desconegut                                                                                                                                            ,Desconegut,Altres activitats,Ferit lleu: Hospitalització fins a 24h,432387.05,4583975.7,2.189990957,41.402633892
7277,2021S005049    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,44403,Bolívia,0008 0008,Dilluns,2021,9,Setembre,13,Nit,5,No és causa del  vianant,Veh. mobilitat personal amb motor,Home,37,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Amb assistència sanitària en lloc d'accident,432233.25,4583747.54,2.18817671,41.400565963
7278,2021S001655    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,44403,Bolívia,0011 0011,Dimarts,2021,3,Març,30,Tarda,19,No és causa del  vianant,Motocicleta,Dona,28,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,432270.85,4583818.7,2.188618513,41.401210051
7279,2021S000984    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,44403,Bolívia,0013 0013,Dijous,2021,2,Febrer,25,Tarda,16,No és causa del  vianant,Motocicleta,Home,37,Conductor,Desconegut                                                                                                                                            ,Desconegut,"Bombers, policia, ambulància",Ferit lleu: Hospitalització fins a 24h,432281.16,4583828.83,2.188740708,41.401302158
7280,2021S000984    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,44403,Bolívia,0013 0013,Dijous,2021,2,Febrer,25,Tarda,16,No és causa del  vianant,Motocicleta,Home,39,Conductor,Desconegut                                                                                                                                            ,Desconegut,"Bombers, policia, ambulància",Ferit lleu: Amb assistència sanitària en lloc d'accident,432281.16,4583828.83,2.188740708,41.401302158
7281,2021S003908    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,76807,Sardenya,0037 0039,Dimarts,2021,7,Juliol,13,Tarda,17,No és causa del  vianant,Autobús articulat,Dona,61,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,432272.67,4582750.33,2.188759849,41.391587688
7282,2021S004379    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,144601,Diagonal,0209 0211,Dimecres,2021,8,Agost,4,Tarda,15,Altres,Bicicleta,Dona,28,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,432351.31,4584095.91,2.189549982,41.403713582
7283,2021S006455    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,144601,Diagonal,0230 0238,Dijous,2021,11,Novembre,11,Matí,12,No és causa del  vianant,Autobús articulat,Dona,78,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,432462.86,4584186.25,2.190874314,41.404536633
7284,2021S000613    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,144601,Diagonal,0280X0280X,Dissabte,2021,2,Febrer,6,Matí,8,No és causa del  vianant,Motocicleta,Home,25,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Amb assistència sanitària en lloc d'accident,432301.51,4584133.85,2.188950004,41.404051102
7285,2021S003227    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,146902,Glòries Catalanes,0036 0036,Dilluns,2021,6,Juny,14,Tarda,17,No és causa del  vianant,Motocicleta,Dona,28,Conductor,Desconegut                                                                                                                                            ,Desconegut,Altres activitats,Ferit lleu: Hospitalització fins a 24h,432163.08,4583969.18,2.187312491,41.402556291
7286,2021S003890    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,146902,Glòries Catalanes,0036 0036,Dimarts,2021,7,Juliol,13,Matí,7,No és causa del  vianant,Bicicleta,Dona,40,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,432163.08,4583969.18,2.187312491,41.402556291
7287,2021S003890    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,146902,Glòries Catalanes,0036 0036,Dimarts,2021,7,Juliol,13,Matí,7,No és causa del  vianant,Veh. mobilitat personal amb motor,Home,42,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Amb assistència sanitària en lloc d'accident,432163.08,4583969.18,2.187312491,41.402556291
7288,2021S004609    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,146902,Glòries Catalanes,0038X0038X,Dijous,2021,8,Agost,19,Tarda,16,Altres,Autobús,Dona,73,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,432224.96,4584006.55,2.188048531,41.402898094
7289,2021S003333    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,186703,Llull,0087 0087,Divendres,2021,6,Juny,18,Tarda,15,No és causa del  vianant,Bicicleta,Home,40,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Amb assistència sanitària en lloc d'accident,432806.82,4583225.77,2.195095659,41.395914684
7290,2021S003333    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,186703,Llull,0087 0087,Divendres,2021,6,Juny,18,Tarda,15,No és causa del  vianant,Veh. mobilitat personal amb motor,Home,45,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Amb assistència sanitària en lloc d'accident,432806.82,4583225.77,2.195095659,41.395914684
7291,2021S001050    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,186703,Llull,0089 0091,Dilluns,2021,3,Març,1,Matí,12,No és causa del  vianant,Motocicleta,Home,46,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,432823.63,4583241.88,2.195294936,41.396061187
7292,2021S007305    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,197302,Marina,0069 0069,Dimecres,2021,12,Desembre,15,Tarda,20,No és causa del  vianant,Motocicleta,Home,30,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Amb assistència sanitària en lloc d'accident,432355.36,4582830.17,2.189739923,41.392313749
7293,2021S001283    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,197302,Marina,0079 0079,Dissabte,2021,3,Març,13,Matí,12,No és causa del  vianant,Veh. mobilitat personal amb motor,Home,52,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,432307.24,4582879.12,2.189158913,41.392750578
7294,2021S002967    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,197302,Marina,0079 0079,Divendres,2021,6,Juny,4,Matí,9,No és causa del  vianant,Veh. mobilitat personal amb motor,Home,35,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,432307.24,4582879.12,2.189158913,41.392750578
7295,2021S006203    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,197302,Marina,0081 0083,Dilluns,2021,11,Novembre,1,Tarda,21,No és causa del  vianant,Veh. mobilitat personal amb motor,Dona,21,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,432258.28,4582927.85,2.188567874,41.393185351
7296,2021S003600    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,197302,Marina,0081 0083,Dimecres,2021,6,Juny,30,Matí,7,No és causa del  vianant,Veh. mobilitat personal amb motor,Dona,19,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Hospitalització fins a 24h,432258.28,4582927.85,2.188567874,41.393185351
7297,2021S001105    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,197302,Marina,0085 0085,Dijous,2021,3,Març,4,Matí,11,No és causa del  vianant,Motocicleta,Dona,32,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,432246.4,4582939.94,2.188424429,41.393293241
7298,2021S001105    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,197302,Marina,0085 0085,Dijous,2021,3,Març,4,Matí,11,No és causa del  vianant,Motocicleta,Dona,37,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Amb assistència sanitària en lloc d'accident,432246.4,4582939.94,2.188424429,41.393293241
7299,2021S006533    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,197302,Marina,0090 0092,Dilluns,2021,11,Novembre,15,Matí,12,No és causa del  vianant,Motocicleta,Home,58,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Hospitalització fins a 24h,432284.14,4582974.99,2.1888719,41.393612107
7300,2021S005252    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,197302,Marina,0100 0100,Dimarts,2021,9,Setembre,21,Matí,12,No és causa del  vianant,Turisme,Dona,26,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,432244.91,4583025.46,2.188397034,41.394063371
7301,2021S005252    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,197302,Marina,0100 0100,Dimarts,2021,9,Setembre,21,Matí,12,No és causa del  vianant,Turisme,Dona,72,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,432244.91,4583025.46,2.188397034,41.394063371
7302,2021S005252    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,197302,Marina,0100 0100,Dimarts,2021,9,Setembre,21,Matí,12,No és causa del  vianant,Turisme,Home,49,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,432244.91,4583025.46,2.188397034,41.394063371
7303,2021S005581    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,197302,Marina,0102 0102,Dimecres,2021,10,Octubre,6,Matí,11,Altres,Autobús articulat,Dona,85,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,432212.59,4583050.95,2.188007608,41.394290227
7304,2021S004571    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,197302,Marina,0114 0116,Dilluns,2021,8,Agost,16,Tarda,20,No és causa del  vianant,Motocicleta,Home,40,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,432157.22,4583115.25,2.187338133,41.394864688
7305,2021S000226    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,209900,Meridiana,0002 0002,Divendres,2021,1,Gener,15,Matí,8,No és causa del  vianant,Turisme,Home,13,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,432139.7,4582800.08,2.187163914,41.392024558
7306,2021S000226    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,209900,Meridiana,0002 0002,Divendres,2021,1,Gener,15,Matí,8,No és causa del  vianant,Turisme,Home,9,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,432139.7,4582800.08,2.187163914,41.392024558
7307,2021S003252    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,209900,Meridiana,0015 0017,Dimarts,2021,6,Juny,15,Tarda,15,No és causa del  vianant,Motocicleta,Home,73,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,432089.96,4582926.24,2.186554851,41.393156646
7308,2021S004728    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,209900,Meridiana,0015 0017,Divendres,2021,8,Agost,27,Tarda,14,No és causa del  vianant,Motocicleta,Home,62,Conductor,Desconegut                                                                                                                                            ,Desconegut,Altres activitats,Ferit lleu: Hospitalització fins a 24h,432089.96,4582926.24,2.186554851,41.393156646
7309,2021S004048    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,209900,Meridiana,0042 0042,Dilluns,2021,7,Juliol,19,Tarda,15,No és causa del  vianant,Ciclomotor,Home,26,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Amb assistència sanitària en lloc d'accident,432157.42,4583295.36,2.187320334,41.396486906
7310,2021S005149    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,209900,Meridiana,0042 0042,Divendres,2021,9,Setembre,17,Matí,9,No és causa del  vianant,Motocicleta,Dona,24,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Amb assistència sanitària en lloc d'accident,432157.42,4583295.36,2.187320334,41.396486906
7311,2021S005484    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,225500,Nàpols,0021 0021,Dissabte,2021,10,Octubre,2,Matí,8,No és causa del  vianant,Motocicleta,Dona,22,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,431898.29,4582738.96,2.184283442,41.391453651
7312,2021S005484    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,225500,Nàpols,0021 0021,Dissabte,2021,10,Octubre,2,Matí,8,No és causa del  vianant,Motocicleta,Home,24,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,431898.29,4582738.96,2.184283442,41.391453651
7313,2021S000317    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,242906,Pallars,0121 0125,Dijous,2021,1,Gener,21,Matí,8,No és causa del  vianant,Motocicleta,Dona,43,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,432573.4,4583372.51,2.192287352,41.397216783
7314,2021S003229    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,243206,Pamplona,0083 0083,Dilluns,2021,6,Juny,14,Tarda,16,No és causa del  vianant,Turisme,Dona,61,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Amb assistència sanitària en lloc d'accident,432522.91,4583272.41,2.191694586,41.396310971
7315,2021S003229    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,243206,Pamplona,0083 0083,Dilluns,2021,6,Juny,14,Tarda,16,No és causa del  vianant,Turisme,Dona,65,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Rebutja assistència sanitària,432522.91,4583272.41,2.191694586,41.396310971
7316,2021S005064    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,243206,Pamplona,0091 0091,Dissabte,2021,9,Setembre,18,Tarda,17,No és causa del  vianant,Motocicleta,Dona,55,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,432467.35,4583327.44,2.191023884,41.396801945
7317,2021S004722    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,249304,Pere IV,0057 0057,Dijous,2021,8,Agost,26,Tarda,19,No és causa del  vianant,Ciclomotor,Dona,35,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,432549.08,4583238.99,2.192011335,41.396012163
7318,2021S006456    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,270901,Pujades,0002 0002,Dijous,2021,11,Novembre,11,Tarda,18,No és causa del  vianant,Motocicleta,Dona,38,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,432149.43,4582734.9,2.187287594,41.391438321
7319,2021S002006    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,270901,Pujades,0002 0002,Diumenge,2021,4,Abril,18,Matí,11,No és causa del  vianant,Veh. mobilitat personal amb motor,Home,60,Conductor,Desconegut                                                                                                                                            ,Desconegut,Altres activitats,Ferit lleu: Hospitalització fins a 24h,432149.43,4582734.9,2.187287594,41.391438321
7320,2021S005312    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,270901,Pujades,0027 0027,Divendres,2021,9,Setembre,24,Nit,1,No és causa del  vianant,Ciclomotor,Dona,29,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Rebutja assistència sanitària,432399.09,4583041.72,2.190239324,41.394222803
7321,2021S005312    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,270901,Pujades,0027 0027,Divendres,2021,9,Setembre,24,Nit,1,No és causa del  vianant,Ciclomotor,Home,26,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Rebutja assistència sanitària,432399.09,4583041.72,2.190239324,41.394222803
7322,2021S000631    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,270901,Pujades,0057 0057,Dissabte,2021,2,Febrer,6,Nit,22,No és causa del  vianant,Motocicleta,Dona,25,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,432585.29,4583201.23,2.192448653,41.395675107
7323,2021S003069    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,270901,Pujades,0069 0069,Dimarts,2021,6,Juny,8,Matí,9,No és causa del  vianant,Motocicleta,Home,58,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,432739.33,4583342.07,2.194275479,41.396956522
7324,2021S007386    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,270901,Pujades,0069 0069,Dissabte,2021,12,Desembre,18,Tarda,20,No és causa del  vianant,Motocicleta,Home,38,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,432739.33,4583342.07,2.194275479,41.396956522
7325,2021S000329    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,270901,Pujades,0084B0084B,Dijous,2021,1,Gener,21,Tarda,16,Creuar per fora pas de vianants,Autobús,Dona,31,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,432636.09,4583209.8,2.19305532,41.395756554
7326,2021S000329    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,270901,Pujades,0084B0084B,Dijous,2021,1,Gener,21,Tarda,16,Creuar per fora pas de vianants,Autobús,Dona,42,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,432636.09,4583209.8,2.19305532,41.395756554
7327,2021S005931    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,270901,Pujades,0084B0084B,Dijous,2021,10,Octubre,21,Tarda,20,No és causa del  vianant,Bicicleta,Home,32,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,432636.09,4583209.8,2.19305532,41.395756554
7328,2021S003008    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,271100,Pujades,0021 0023,Dissabte,2021,6,Juny,5,Tarda,17,No és causa del  vianant,Ciclomotor,Home,26,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,431985.01,4582648.38,2.185330812,41.390645164
7329,2021S000223    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,311703,Sancho de Ávila,0002 0010,Divendres,2021,1,Gener,15,Matí,10,No és causa del  vianant,Motocicleta,Dona,33,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit greu: hospitalització superior a 24h,432190.03,4583337.16,2.187705705,41.396866139
7330,2021S005531    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,311703,Sancho de Ávila,0025 0025,Dilluns,2021,10,Octubre,4,Tarda,14,No és causa del  vianant,Bicicleta,Home,38,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,432276.8,4583452.01,2.188730729,41.397907878
7331,2021S004510    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,330107,Tànger,0038 0038,Dijous,2021,8,Agost,12,Tarda,19,No és causa del  vianant,Ciclomotor,Home,31,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,432316.61,4583648.08,2.189184982,41.39967718
7332,2021S002512    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,330107,Tànger,0069 0069,Dijous,2021,5,Maig,13,Nit,23,No és causa del  vianant,Motocicleta,Home,37,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Amb assistència sanitària en lloc d'accident,432491.95,4583849.43,2.191259893,41.401505433
7333,2021S002512    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,330107,Tànger,0069 0069,Dijous,2021,5,Maig,13,Nit,23,No és causa del  vianant,Motocicleta,Home,46,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,432491.95,4583849.43,2.191259893,41.401505433
7334,2021S007054    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,330107,Tànger,0069 0069,Dissabte,2021,12,Desembre,4,Matí,13,No és causa del  vianant,Motocicleta,Dona,43,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,432491.95,4583849.43,2.191259893,41.401505433
7335,2021S007054    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,330107,Tànger,0069 0069,Dissabte,2021,12,Desembre,4,Matí,13,No és causa del  vianant,Motocicleta,Home,46,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,432491.95,4583849.43,2.191259893,41.401505433
7336,2021S006965    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,330107,Tànger,0086X0086X,Dijous,2021,12,Desembre,2,Matí,7,No és causa del  vianant,Motocicleta,Dona,33,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,432581.32,4583904.07,2.192322858,41.402005064
7337,2021S001404    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,330107,Tànger,0093 0093,Dijous,2021,3,Març,18,Tarda,18,No és causa del  vianant,Ciclomotor,Dona,23,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Amb assistència sanitària en lloc d'accident,432625.18,4583978.02,2.192839285,41.402674791
7338,2021S006383    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,369204,Zamora,0096 0096,Dilluns,2021,11,Novembre,8,Tarda,18,No és causa del  vianant,Motocicleta,Dona,49,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,432270.75,4583351.3,2.188669634,41.397000301
7339,2021S004777    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,701414,C-31,020630000,Dilluns,2021,8,Agost,30,Nit,22,No és causa del  vianant,Turisme,Home,14,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,432505.8,4584412.61,2.191362733,41.406579002
7340,2021S004777    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,701414,C-31,020630000,Dilluns,2021,8,Agost,30,Nit,22,No és causa del  vianant,Turisme,Dona,20,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,432505.8,4584412.61,2.191362733,41.406579002
7341,2021S004078    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,701414,C-31,020630000,Dimarts,2021,7,Juliol,20,Tarda,17,No és causa del  vianant,Bicicleta,Home,42,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,432505.8,4584412.61,2.191362733,41.406579002
7342,2021S002449    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,62609,Icària,0119 0121,Diumenge,2021,5,Maig,16,Nit,0,No és causa del  vianant,Motocicleta,Home,43,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Hospitalització fins a 24h,432692.0,4582419.76,2.193811913,41.38864555
7343,2021S003175    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,62609,Icària,0130 0130,Dissabte,2021,6,Juny,12,Tarda,20,No és causa del  vianant,Turisme,Dona,38,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,432819.61,4582510.39,2.195328041,41.389472506
7344,2021S003529    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,62609,Icària,0167 0185,Dissabte,2021,6,Juny,26,Tarda,21,No és causa del  vianant,Ciclomotor,Home,21,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,433045.73,4582828.26,2.197997259,41.392354349
7345,2021S006573    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,62609,Icària,0189 0189,Dimarts,2021,11,Novembre,16,Tarda,16,No és causa del  vianant,Autobús,Home,69,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,433127.93,4582919.04,2.198970379,41.393178825
7346,2021S002605    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,110009,Ramon Turró,0100 0104,Dimarts,2021,5,Maig,18,Matí,8,No és causa del  vianant,Motocicleta,Home,50,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,432928.6,4583122.11,2.196563769,41.394991217
